index|itemID|simulationPrice|promotion|promotion_train|promotion_test|predicted_promotion
5415|5416|1.64||[datetime.date(2018, 1, 29), datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 15)]|2018-02-28
5415|5416|1.64||[datetime.date(2018, 1, 29), datetime.date(2018, 2, 28)]|[datetime.date(2018, 6, 15)]|2018-06-15
5416|5417|11.52||[datetime.date(2018, 1, 29), datetime.date(2018, 2, 28), datetime.date(2018, 3, 29)]|[]|2018-01-29
5416|5417|11.52||[datetime.date(2018, 1, 29), datetime.date(2018, 2, 28), datetime.date(2018, 3, 29)]|[]|2018-02-28
5416|5417|11.52||[datetime.date(2018, 1, 29), datetime.date(2018, 2, 28), datetime.date(2018, 3, 29)]|[]|2018-03-29
5417|5418|9.82||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5418|5419|3.82||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14)]|[]|2018-03-07
5418|5419|3.82||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14)]|[]|2018-03-14
5419|5420|4.31||[datetime.date(2018, 3, 29), datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 12)]|2018-03-29
5419|5420|4.31||[datetime.date(2018, 3, 29), datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 12)]|2018-05-20
5419|5420|4.31||[datetime.date(2018, 3, 29), datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 12)]|2018-06-07
5419|5420|4.31||[datetime.date(2018, 3, 29), datetime.date(2018, 5, 20)]|[datetime.date(2018, 6, 7), datetime.date(2018, 6, 12)]|2018-06-12
5420|5421|8.79||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14)]|[]|2018-03-07
5420|5421|8.79||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14)]|[]|2018-03-14
5421|5422|3.75||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5422|5423|15.47||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 17)]|[]|2018-03-07
5422|5423|15.47||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 17)]|[]|2018-03-17
5423|5424|15.77||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 13)]|[datetime.date(2018, 6, 11), datetime.date(2018, 6, 14)]|2018-03-07
5423|5424|15.77||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 13)]|[datetime.date(2018, 6, 11), datetime.date(2018, 6, 14)]|2018-03-13
5423|5424|15.77||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 13)]|[datetime.date(2018, 6, 11), datetime.date(2018, 6, 14)]|2018-06-11
5423|5424|15.77||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 13)]|[datetime.date(2018, 6, 11), datetime.date(2018, 6, 14)]|2018-06-14
5424|5425|10.8||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5425|5426|0.86||[datetime.date(2018, 3, 7), datetime.date(2018, 4, 9), datetime.date(2018, 4, 18)]|[datetime.date(2018, 6, 4)]|2018-03-07
5425|5426|0.86||[datetime.date(2018, 3, 7), datetime.date(2018, 4, 9), datetime.date(2018, 4, 18)]|[datetime.date(2018, 6, 4)]|2018-04-09
5425|5426|0.86||[datetime.date(2018, 3, 7), datetime.date(2018, 4, 9), datetime.date(2018, 4, 18)]|[datetime.date(2018, 6, 4)]|2018-04-18
5425|5426|0.86||[datetime.date(2018, 3, 7), datetime.date(2018, 4, 9), datetime.date(2018, 4, 18)]|[datetime.date(2018, 6, 4)]|2018-06-04
5426|5427|9.99||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5427|5428|16.6||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5428|5429|10.93||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14)]|[]|2018-03-07
5428|5429|10.93||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14)]|[]|2018-03-14
5429|5430|2.42||[datetime.date(2018, 3, 7), datetime.date(2018, 4, 18)]|[]|2018-03-07
5429|5430|2.42||[datetime.date(2018, 3, 7), datetime.date(2018, 4, 18)]|[]|2018-04-18
5430|5431|33.36||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5431|5432|3.82||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14), datetime.date(2018, 3, 26)]|[]|2018-03-07
5431|5432|3.82||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14), datetime.date(2018, 3, 26)]|[]|2018-03-14
5431|5432|3.82||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14), datetime.date(2018, 3, 26)]|[]|2018-03-26
5432|5433|16.53||[datetime.date(2018, 3, 7), datetime.date(2018, 4, 18)]|[]|2018-03-07
5432|5433|16.53||[datetime.date(2018, 3, 7), datetime.date(2018, 4, 18)]|[]|2018-04-18
5433|5434|8.55||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14), datetime.date(2018, 4, 18)]|[]|2018-03-07
5433|5434|8.55||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14), datetime.date(2018, 4, 18)]|[]|2018-03-14
5433|5434|8.55||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14), datetime.date(2018, 4, 18)]|[]|2018-04-18
5434|5435|2.1||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-07
5434|5435|2.1||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-26
5435|5436|16.25||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4)]|2018-03-07
5435|5436|16.25||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4)]|2018-03-26
5435|5436|16.25||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4)]|2018-06-04
5436|5437|3.69||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14), datetime.date(2018, 3, 26)]|[]|2018-03-07
5436|5437|3.69||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14), datetime.date(2018, 3, 26)]|[]|2018-03-14
5436|5437|3.69||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 14), datetime.date(2018, 3, 26)]|[]|2018-03-26
5437|5438|14.75||[datetime.date(2018, 1, 8), datetime.date(2018, 3, 28), datetime.date(2018, 5, 28)]|[datetime.date(2018, 6, 2)]|2018-01-08
5437|5438|14.75||[datetime.date(2018, 1, 8), datetime.date(2018, 3, 28), datetime.date(2018, 5, 28)]|[datetime.date(2018, 6, 2)]|2018-03-28
5437|5438|14.75||[datetime.date(2018, 1, 8), datetime.date(2018, 3, 28), datetime.date(2018, 5, 28)]|[datetime.date(2018, 6, 2)]|2018-05-28
5437|5438|14.75||[datetime.date(2018, 1, 8), datetime.date(2018, 3, 28), datetime.date(2018, 5, 28)]|[datetime.date(2018, 6, 2)]|2018-06-02
5438|5439|21.53||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-07
5438|5439|21.53||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-26
5439|5440|8.53||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5440|5441|8.4||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-07
5440|5441|8.4||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-26
5441|5442|15.49||[datetime.date(2018, 3, 7)]|[datetime.date(2018, 6, 8)]|2018-03-07
5441|5442|15.49||[datetime.date(2018, 3, 7)]|[datetime.date(2018, 6, 8)]|2018-06-08
5442|5443|11.89||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-07
5442|5443|11.89||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-26
5443|5444|16.34||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5444|5445|5.48||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-03-07
5444|5445|5.48||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-03-24
5444|5445|5.48||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-03-26
5444|5445|5.48||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-06-04
5444|5445|5.48||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-06-06
5444|5445|5.48||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-06-07
5444|5445|5.48||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-06-08
5444|5445|5.48||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4), datetime.date(2018, 6, 6), datetime.date(2018, 6, 7), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9)]|2018-06-09
5445|5446|0.82||[datetime.date(2018, 3, 14), datetime.date(2018, 3, 17)]|[]|2018-03-14
5445|5446|0.82||[datetime.date(2018, 3, 14), datetime.date(2018, 3, 17)]|[]|2018-03-17
5446|5447|14.71||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-07
5446|5447|14.71||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-26
5447|5448|0.92||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5448|5449|11.14||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5449|5450|12.01||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5450|5451|3.81||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 13)]|[]|2018-03-07
5450|5451|3.81||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 13)]|[]|2018-03-13
5451|5452|0.96||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 13)]|[]|2018-03-07
5451|5452|0.96||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 13)]|[]|2018-03-13
5452|5453|17.44||[datetime.date(2018, 3, 7)]|[]|2018-03-07
5453|5454|16.71||[datetime.date(2018, 2, 4), datetime.date(2018, 3, 26)]|[]|2018-02-04
5453|5454|16.71||[datetime.date(2018, 2, 4), datetime.date(2018, 3, 26)]|[]|2018-03-26
5454|5455|25.8||[datetime.date(2018, 2, 4), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4)]|2018-02-04
5454|5455|25.8||[datetime.date(2018, 2, 4), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4)]|2018-03-26
5454|5455|25.8||[datetime.date(2018, 2, 4), datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4)]|2018-06-04
5455|5456|29.0||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5456|5457|21.19||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5457|5458|3.0||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5458|5459|5.44||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5459|5460|2.86||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5460|5461|12.88||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5461|5462|44.89||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5462|5463|11.54||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5463|5464|7.92||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5464|5465|16.71||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5465|5466|32.7||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5466|5467|10.26||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5467|5468|35.39||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5468|5469|11.52||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5469|5470|38.53||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5470|5471|25.54||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5471|5472|18.5||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5472|5473|28.31||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5473|5474|32.56||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5474|5475|11.59||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5475|5476|38.53||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5476|5477|19.8||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5477|5478|27.06||[]|[]|
5478|5479|10.05||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5479|5480|2.79||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5480|5481|23.8||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5481|5482|17.5||[datetime.date(2018, 2, 22)]|[]|2018-02-22
5482|5483|4.58||[datetime.date(2018, 3, 5), datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-05
5482|5483|4.58||[datetime.date(2018, 3, 5), datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-07
5482|5483|4.58||[datetime.date(2018, 3, 5), datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-26
5483|5484|16.76||[datetime.date(2018, 3, 5), datetime.date(2018, 3, 7), datetime.date(2018, 3, 20)]|[]|2018-03-05
5483|5484|16.76||[datetime.date(2018, 3, 5), datetime.date(2018, 3, 7), datetime.date(2018, 3, 20)]|[]|2018-03-07
5483|5484|16.76||[datetime.date(2018, 3, 5), datetime.date(2018, 3, 7), datetime.date(2018, 3, 20)]|[]|2018-03-20
5484|5485|11.67||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26), datetime.date(2018, 5, 1)]|[]|2018-03-07
5484|5485|11.67||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26), datetime.date(2018, 5, 1)]|[]|2018-03-24
5484|5485|11.67||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26), datetime.date(2018, 5, 1)]|[]|2018-03-26
5484|5485|11.67||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 24), datetime.date(2018, 3, 26), datetime.date(2018, 5, 1)]|[]|2018-05-01
5485|5486|3.6||[datetime.date(2018, 3, 5)]|[]|2018-03-05
5486|5487|48.59||[datetime.date(2018, 3, 5), datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-05
5486|5487|48.59||[datetime.date(2018, 3, 5), datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-07
5486|5487|48.59||[datetime.date(2018, 3, 5), datetime.date(2018, 3, 7), datetime.date(2018, 3, 26)]|[]|2018-03-26
5487|5488|33.9||[datetime.date(2018, 3, 5)]|[]|2018-03-05
5488|5489|36.67||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-03-05
5488|5489|36.67||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-03
5488|5489|36.67||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-09
5488|5489|36.67||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 3), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-10
5489|5490|6.1||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-03-05
5489|5490|6.1||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-09
5489|5490|6.1||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10)]|2018-06-10
5490|5491|1.81||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 15)]|2018-03-05
5490|5491|1.81||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 15)]|2018-06-09
5490|5491|1.81||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 15)]|2018-06-15
5491|5492|8.14||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-03-05
5491|5492|8.14||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-06-09
5491|5492|8.14||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-06-10
5491|5492|8.14||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 14)]|2018-06-14
5492|5493|2.1||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 9)]|2018-03-05
5492|5493|2.1||[datetime.date(2018, 3, 5)]|[datetime.date(2018, 6, 9)]|2018-06-09
5493|5494|8.76|2018-07-13|[datetime.date(2018, 5, 9)]|[datetime.date(2018, 6, 12)]|2018-05-09
5493|5494|8.76|2018-07-13|[datetime.date(2018, 5, 9)]|[datetime.date(2018, 6, 12)]|2018-06-12
5494|5495|2.37||[datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4)]|2018-03-26
5494|5495|2.37||[datetime.date(2018, 3, 26)]|[datetime.date(2018, 6, 4)]|2018-06-04
5495|5496|14.1||[datetime.date(2018, 3, 5)]|[]|2018-03-05
5496|5497|62.63||[]|[datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-12
5496|5497|62.63||[]|[datetime.date(2018, 6, 12), datetime.date(2018, 6, 13)]|2018-06-13
5497|5498|8.79||[datetime.date(2018, 3, 5)]|[]|2018-03-05
5498|5499|1.43||[datetime.date(2018, 3, 5)]|[]|2018-03-05
5499|5500|36.93||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5500|5501|25.87||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5501|5502|2.73||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5502|5503|2.57||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5503|5504|15.41||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5504|5505|1.62||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5505|5506|43.72||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5506|5507|19.01||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5507|5508|19.31||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5508|5509|28.17||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5509|5510|16.39||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5510|5511|17.83||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5511|5512|11.4||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5512|5513|18.09||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5513|5514|3.58||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5514|5515|30.35||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5515|5516|5.17||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5516|5517|45.05||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5517|5518|20.76||[]|[]|
5518|5519|21.02||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5519|5520|77.3||[datetime.date(2018, 2, 27)]|[]|2018-02-27
5520|5521|37.31||[datetime.date(2018, 4, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-04-25
5520|5521|37.31||[datetime.date(2018, 4, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-06-02
5520|5521|37.31||[datetime.date(2018, 4, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-06-08
5520|5521|37.31||[datetime.date(2018, 4, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-06-09
5520|5521|37.31||[datetime.date(2018, 4, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-06-10
5520|5521|37.31||[datetime.date(2018, 4, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-06-11
5520|5521|37.31||[datetime.date(2018, 4, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-06-12
5520|5521|37.31||[datetime.date(2018, 4, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-06-13
5520|5521|37.31||[datetime.date(2018, 4, 25)]|[datetime.date(2018, 6, 2), datetime.date(2018, 6, 8), datetime.date(2018, 6, 9), datetime.date(2018, 6, 10), datetime.date(2018, 6, 11), datetime.date(2018, 6, 12), datetime.date(2018, 6, 13), datetime.date(2018, 6, 14)]|2018-06-14
5521|5522|57.24||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 18)]|[]|2018-03-07
5521|5522|57.24||[datetime.date(2018, 3, 7), datetime.date(2018, 3, 18)]|[]|2018-03-18
5522|5523|45.98||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5523|5524|11.99||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5524|5525|38.53||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5525|5526|20.13||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5526|5527|2.86||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5527|5528|7.67||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5528|5529|11.21||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5529|5530|8.17||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5530|5531|18.12||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5531|5532|9.81||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5532|5533|5.93||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5533|5534|3.14||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5534|5535|14.1||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5535|5536|8.49||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5536|5537|4.24||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5537|5538|5.29||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5538|5539|5.03||[]|[]|
5539|5540|7.21||[datetime.date(2018, 2, 26)]|[]|2018-02-26
5540|5541|24.9||[datetime.date(2018, 2, 28)]|[]|2018-02-28
5541|5542|12.78||[]|[]|
5542|5543|33.45||[datetime.date(2018, 2, 28)]|[]|2018-02-28
5543|5544|10.45||[datetime.date(2018, 2, 28)]|[]|2018-02-28
5544|5545|45.98||[datetime.date(2018, 2, 28)]|[]|2018-02-28
5545|5546|21.74||[datetime.date(2018, 2, 28)]|[]|2018-02-28
5546|5547|21.74||[datetime.date(2018, 2, 28)]|[]|2018-02-28
5547|5548|39.32||[datetime.date(2018, 2, 28)]|[]|2018-02-28
5548|5549|17.18||[datetime.date(2018, 3, 11)]|[]|2018-03-11
5549|5550|4.82||[datetime.date(2018, 2, 28)]|[]|2018-02-28
5550|5551|13.55||[datetime.date(2018, 3, 11)]|[]|2018-03-11
5551|5552|8.26||[datetime.date(2018, 2, 28)]|[]|2018-02-28
5552|5553|2.8||[datetime.date(2018, 2, 28)]|[]|2018-02-28
5553|5554|9.23||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5554|5555|21.9||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5555|5556|18.0||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5556|5557|9.25||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5557|5558|13.92||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5558|5559|7.78||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5559|5560|4.31||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5560|5561|16.64||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5561|5562|4.38||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5562|5563|18.12||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5563|5564|6.85||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5564|5565|18.5||[]|[]|
5565|5566|18.0||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5566|5567|2.31||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5567|5568|34.95||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5568|5569|19.9||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5569|5570|5.45||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5570|5571|11.55||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5571|5572|3.98||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5572|5573|60.42||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5573|5574|2.28||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5574|5575|3.15||[datetime.date(2018, 3, 12)]|[]|2018-03-12
5575|5576|5.45||[datetime.date(2018, 3, 12)]|[]|2018-03-12
